SEQN,RIAGENDR,RIDAGEYR,RIDRETH1,DMDEDUC2,DMDEDUC3,INDFMPIR,SDMVPSU,SDMVSTRA,SDDSRVYR
31513,1,65,4,3,NA,2.27,2,52,4
31514,2,17,1,NA,11,0.68,2,56,4
31515,1,16,1,NA,10,0.89,2,58,4
31516,2,14,4,NA,7,2.05,2,51,4
31517,2,51,3,3,NA,1.09,1,56,4
31518,2,40,5,4,NA,2.35,2,48,4
31519,2,57,3,3,NA,5,2,47,4
31520,1,53,4,2,NA,1.22,2,49,4
31521,2,13,3,NA,7,5,1,52,4
31522,1,28,3,3,NA,5,1,50,4
31523,1,0,1,NA,NA,NA,2,58,4
31524,2,52,3,3,NA,NA,1,45,4
31525,2,33,3,5,NA,2.4,2,47,4
31526,2,2,4,NA,NA,0.04,2,45,4
31527,1,59,3,4,NA,2.35,2,56,4
31528,1,20,1,3,NA,1.49,2,58,4
31529,2,42,3,3,NA,4.22,2,47,4
31530,2,28,4,4,NA,5,2,56,4
31531,2,80,3,4,NA,NA,2,55,4
31532,1,19,4,NA,15,0.21,1,52,4
31533,2,20,1,4,NA,1.56,1,54,4
31534,1,23,4,2,NA,0.53,1,51,4
31535,2,21,4,3,NA,0.16,1,49,4
31536,2,4,1,NA,NA,3.54,1,46,4
31537,2,16,3,NA,10,1,2,44,4
31538,2,0,1,NA,NA,0.47,1,54,4
31539,2,17,5,NA,11,1.12,2,54,4
31540,2,18,4,NA,11,2.13,1,58,4
31541,2,10,1,NA,4,0.62,2,58,4
31542,1,34,3,4,NA,0.87,1,46,4
31543,2,7,3,NA,1,2.69,2,56,4
31544,2,19,1,NA,14,0.09,1,47,4
31545,2,33,1,1,NA,1.2,1,58,4
31546,2,80,3,2,NA,0.47,1,45,4
31547,1,27,1,1,NA,0.2,2,46,4
31548,1,69,1,1,NA,1.84,2,55,4
31549,1,7,3,NA,1,1.81,2,50,4
31550,1,23,3,4,NA,1.9,2,44,4
31551,2,53,3,4,NA,1.51,1,46,4
31552,2,5,4,NA,NA,4.67,2,53,4
31553,1,48,1,3,NA,2,1,58,4
31554,1,15,4,NA,9,1.55,1,49,4
31555,1,43,3,3,NA,4.85,1,46,4
31556,2,18,4,NA,13,0.55,1,52,4
31557,1,36,1,2,NA,2.48,1,53,4
31558,1,85,3,2,NA,1.63,2,49,4
31559,2,66,3,3,NA,3.21,1,55,4
31560,1,18,5,NA,11,1.59,2,54,4
31561,1,12,4,NA,4,1.49,2,56,4
31562,2,6,4,NA,0,NA,1,52,4
31563,2,61,3,3,NA,3.64,2,49,4
31564,1,18,4,NA,14,2.73,1,49,4
31565,1,19,1,NA,9,1.4,1,52,4
31566,1,13,3,NA,5,2.24,1,53,4
31567,1,55,3,5,NA,5,2,52,4
31568,1,11,4,NA,4,1.66,2,53,4
31569,2,62,3,3,NA,5,1,47,4
31570,1,52,3,4,NA,3.76,2,46,4
31571,2,19,1,NA,13,1.11,1,51,4
31572,1,17,1,NA,9,0.8,1,52,4
31573,2,65,4,3,NA,2.66,2,52,4
31574,1,14,3,NA,8,5,1,54,4
31575,1,15,3,NA,9,2.8,2,46,4
31576,1,51,3,2,NA,3.1,2,44,4
31577,2,52,3,4,NA,3.57,2,44,4
31578,2,4,1,NA,NA,0,2,53,4
31579,1,19,3,NA,15,4.47,1,53,4
31580,1,12,3,NA,5,0,2,53,4
31581,1,18,4,NA,11,1.49,1,52,4
31582,1,37,4,4,NA,3.21,2,51,4
31583,1,13,1,NA,6,0.39,1,57,4
31584,2,0,4,NA,NA,1.86,1,52,4
31585,2,40,1,4,NA,1.16,1,54,4
31586,1,8,1,NA,1,NA,2,57,4
31587,1,70,1,1,NA,0.93,1,56,4
31588,2,19,3,NA,13,2.56,2,49,4
31589,2,16,3,NA,8,0.49,2,53,4
31590,1,49,1,2,NA,0.95,2,57,4
31591,1,51,4,5,NA,3.88,1,44,4
31592,2,62,1,1,NA,0.93,2,57,4
31593,2,58,1,3,NA,5,1,57,4
31594,2,17,4,NA,11,2.18,1,48,4
31595,1,2,3,NA,NA,4.01,1,44,4
31596,2,10,4,NA,4,5,1,51,4
31597,1,18,2,NA,15,2.61,1,55,4
31598,2,2,1,NA,NA,3.48,1,46,4
31599,1,42,3,5,NA,2.9,1,49,4
31600,1,14,4,NA,6,0.85,2,51,4
31601,2,82,3,4,NA,3.12,1,47,4
31602,2,4,3,NA,NA,0.5,1,44,4
31603,1,79,3,2,NA,0.84,1,45,4
31604,2,16,4,NA,10,3.88,1,53,4
31605,1,11,3,NA,4,1.14,1,45,4
31606,2,78,3,3,NA,1.21,2,50,4
31607,1,10,1,NA,4,0.8,2,58,4
31608,1,40,4,5,NA,0.6,2,50,4
31609,1,44,1,2,NA,1.49,2,58,4
31610,1,85,3,4,NA,1.82,2,50,4
31611,1,8,1,NA,1,3.03,2,55,4
31612,2,2,3,NA,NA,1.5,2,44,4
31613,1,0,1,NA,NA,1.71,2,55,4
31614,1,2,5,NA,NA,1,2,48,4
31615,2,47,1,4,NA,1.78,1,53,4
31616,2,10,5,NA,4,1.59,1,50,4
31617,1,16,1,NA,10,1.66,2,57,4
31618,1,16,4,NA,10,3.51,1,48,4
31619,2,31,3,4,NA,3.21,2,55,4
31620,2,53,2,4,NA,1.37,1,57,4
31621,2,5,1,NA,NA,2.89,1,54,4
31622,2,71,4,3,NA,3.03,2,50,4
31623,2,10,2,NA,5,1.75,2,45,4
31624,1,4,3,NA,NA,4.17,1,46,4
31625,1,63,1,1,NA,1.74,2,58,4
31626,2,2,4,NA,NA,3.87,1,51,4
31627,1,19,3,NA,15,1.99,1,55,4
31628,1,1,3,NA,NA,4.87,1,48,4
31629,1,19,3,NA,15,0.84,1,47,4
31630,2,33,5,5,NA,5,2,48,4
31631,2,8,1,NA,2,NA,1,55,4
31632,2,2,5,NA,NA,0.37,1,46,4
31633,2,85,3,2,NA,2.2,2,47,4
31634,1,67,1,1,NA,NA,2,58,4
31635,2,27,1,1,NA,0.84,1,53,4
31636,2,72,4,1,NA,2.42,2,49,4
31637,1,13,3,NA,7,5,2,48,4
31638,2,22,3,5,NA,4.56,1,45,4
31639,2,22,1,2,NA,0.75,2,54,4
31640,2,44,1,2,NA,0.6,2,58,4
31641,2,17,4,NA,10,1.87,2,45,4
31642,2,2,5,NA,NA,1.43,1,57,4
31643,2,16,4,NA,10,2.05,2,56,4
31644,1,1,1,NA,NA,NA,2,56,4
31645,2,12,4,NA,5,1.5,1,48,4
31646,1,17,1,NA,9,1.28,2,52,4
31647,1,7,4,NA,2,0.6,2,45,4
31648,2,0,1,NA,NA,2.13,1,58,4
31649,1,47,3,5,NA,1.82,2,47,4
31650,2,16,1,NA,10,0.56,2,55,4
31651,2,17,1,NA,11,NA,1,54,4
31652,2,23,3,4,NA,5,2,49,4
31653,2,16,3,NA,9,1.18,1,50,4
31654,2,11,3,NA,5,3.09,1,54,4
31655,1,6,1,NA,0,5,2,57,4
31656,2,3,2,NA,NA,0.39,1,52,4
31657,1,73,4,1,NA,1.4,1,51,4
31658,2,46,4,4,NA,3.57,2,51,4
31659,1,0,3,NA,NA,0.78,2,44,4
31660,2,10,1,NA,4,1.7,2,56,4
31661,1,48,4,5,NA,2.49,1,51,4
31662,2,44,1,3,NA,0.98,1,55,4
31663,1,76,3,3,NA,2.27,2,53,4
31664,1,12,3,NA,6,4.85,2,45,4
31665,2,13,3,NA,7,1.62,1,46,4
31666,1,39,4,3,NA,0.04,2,49,4
31667,2,1,5,NA,NA,1.14,2,48,4
31668,2,85,3,4,NA,1.53,2,49,4
31669,2,25,1,3,NA,1.49,1,58,4
31670,1,7,4,NA,0,0.39,1,52,4
31671,1,11,1,NA,4,0.4,2,55,4
31672,2,17,1,NA,11,NA,2,57,4
31673,1,3,1,NA,NA,1.68,2,55,4
31674,2,28,3,4,NA,3.72,1,47,4
31675,1,15,3,NA,9,1.74,1,46,4
31676,2,2,2,NA,NA,1.29,1,54,4
31677,1,14,4,NA,8,1.62,2,50,4
31678,1,2,1,NA,NA,2.75,2,55,4
31679,1,36,3,4,NA,1.39,2,53,4
31680,2,24,1,2,NA,0.53,2,58,4
31681,1,22,4,3,NA,3.66,1,44,4
31682,2,13,4,NA,8,NA,1,49,4
31683,2,4,3,NA,NA,3.25,2,44,4
31684,2,6,3,NA,0,2.47,2,54,4
31685,1,14,3,NA,7,5,1,44,4
31686,1,17,1,NA,11,0.22,1,58,4
31687,2,6,4,NA,0,2.71,2,53,4
31688,1,3,4,NA,NA,0.38,1,49,4
31689,1,16,4,NA,8,0.29,2,56,4
31690,2,38,3,4,NA,5,1,44,4
31691,1,52,4,5,NA,3.62,1,46,4
31692,1,14,3,NA,8,5,2,55,4
31693,2,0,3,NA,NA,3,2,47,4
31694,2,14,3,NA,8,3.54,1,46,4
31695,2,8,1,NA,2,0.97,1,58,4
31696,2,1,1,NA,NA,3.36,1,53,4
31697,2,3,1,NA,NA,NA,2,58,4
31698,1,14,4,NA,9,4.55,2,45,4
31699,1,31,4,4,NA,2.65,2,51,4
31700,2,36,1,3,NA,0.85,2,56,4
31701,2,11,4,NA,5,1.5,1,48,4
31702,1,22,5,4,NA,1.46,1,52,4
31703,1,44,4,5,NA,2,2,54,4
31704,1,19,1,NA,11,0.89,2,58,4
31705,2,2,1,NA,NA,0.6,2,56,4
31706,2,45,3,5,NA,5,2,46,4
